Researcher,Date completed,Ungulate Family,Ungulate Latin Name,Ungulate Common Name,Season in which plant recorded,Binned season,Year started,Year ended,Plant Reported Family,Plant Reported Genus,Plant Reported Species,Plant Reported Name,% Contribution to Diet,preference ranking,Data type,Units/metric diet is reported,Binned units,Author definition of units,Total number of plant species eaten,Total Number of plant species available,Complete list of plants eaten or partial?,Reported Method,Binned method,Author definition of methods,Within study groupings (#),Type of grouping,Name of grouping,Author explaination of grouping,Sample size per grouping,Sample size units,Total sample size,Total sample size units,Binned total sample size units,Author explaination of sample size,Latitude 1,Longitude 1,Latitude 2,Longitude 2,lat/long reported or inferred,Reported Study Site Location,Country,Continent,Author reported habitat/biome,Biome,Precipication/ rainfall (lower value),Precipication/ rainfall (higher value),Rainfall average per year (if reported),Reported units,Were other ungulate species studied in this paper?,"If yes, list the common names here",Confidence level in data reported/collected,Reason for confidence level?,Citation (abrv),URL,Notes,Double checked by 2nd person?,Were changes made?,Notes/feedback on what was changed and why,2nd person initials,Date,Precipication/ rainfall (prior to expanded column)
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,spring,spring,1969,1971,NA,Solanum,NA,Solanum spp.,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,spring,Annual Percantage of forage classes consumed by Nilgai in Spring,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,spring,spring,1969,1971,NA,Croton,NA,Croton spp.,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,spring,Annual Percantage of forage classes consumed by Nilgai in Spring,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,spring,spring,1969,1971,NA,Commelina,erecta,Commelina erecta,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,spring,Annual Percantage of forage classes consumed by Nilgai in Spring,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,spring,spring,1969,1971,NA,NA,NA,Phyla incisa,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,spring,Annual Percantage of forage classes consumed by Nilgai in Spring,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,spring,spring,1969,1971,NA,Lycium,berlandieri,Lycium berlandieri,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,spring,Annual Percantage of forage classes consumed by Nilgai in Spring,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,spring,spring,1969,1971,NA,Prospopis,glandulosa,Prospopis glandulosa,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,spring,Annual Percantage of forage classes consumed by Nilgai in Spring,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,spring,spring,1969,1971,NA,Celtis,pallaida,Celtis pallaida,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,spring,Annual Percantage of forage classes consumed by Nilgai in Spring,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,spring,spring,1969,1971,NA,Quercus,virginiana,Quercus virginiana,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,spring,Annual Percantage of forage classes consumed by Nilgai in Spring,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,spring,spring,1969,1971,NA,Condalia,obovata,Condalia obovata,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,spring,Annual Percantage of forage classes consumed by Nilgai in Spring,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,summer,summer,1969,1971,Poaceae,Paspalum,NA,Paspalum spp.,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,summer,Annual Percantage of forage classes consumed by Nilgai in Summer,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,summer,summer,1969,1971,Poaceae,Setaria,NA,Setaria spp.,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,summer,Annual Percantage of forage classes consumed by Nilgai in Summer,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,summer,summer,1969,1971,Poaceae,Cenchrus,NA,Cenchrus spp.,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,summer,Annual Percantage of forage classes consumed by Nilgai in Summer,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,summer,summer,1969,1971,Poaceae,Eragrostis,NA,Eragrostis spp.,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,summer,Annual Percantage of forage classes consumed by Nilgai in Summer,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,summer,summer,1969,1971,Poaceae,Panicum,NA,Panicum spp.,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,summer,Annual Percantage of forage classes consumed by Nilgai in Summer,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,summer,summer,1969,1971,Poaceae,Andropogon,NA,Andropogon spp.,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,summer,Annual Percantage of forage classes consumed by Nilgai in Summer,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,summer,summer,1969,1971,Poaceae,Aristida,NA,Aristida spp.,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,summer,Annual Percantage of forage classes consumed by Nilgai in Summer,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,summer,summer,1969,1971,Poaceae,Leptochloa,NA,Leptochloa spp.,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,summer,Annual Percantage of forage classes consumed by Nilgai in Summer,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,summer,summer,1969,1971,Poaceae,Dichanthium,annulatum,Dichanthium annulatum,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,summer,Annual Percantage of forage classes consumed by Nilgai in Summer,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,summer,summer,1969,1971,Poaceae,Sporobolus,NA,Sporobolus spp.,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,summer,Annual Percantage of forage classes consumed by Nilgai in Summer,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,summer,summer,1969,1971,Poaceae,Cynodon,dactylon,Cynodon dactylon,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,summer,Annual Percantage of forage classes consumed by Nilgai in Summer,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,summer,summer,1969,1971,Poaceae,Distichlis,spicata,Distichlis spicata,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,summer,Annual Percantage of forage classes consumed by Nilgai in Summer,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,summer,summer,1969,1971,NA,Eleocharis,NA,Eleocharis spp.,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,summer,Annual Percantage of forage classes consumed by Nilgai in Summer,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,summer,summer,1969,1971,NA,Cyperus,NA,Cyperus spp.,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,summer,Annual Percantage of forage classes consumed by Nilgai in Summer,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,summer,summer,1969,1971,NA,Cassia,fasciculaia,Cassia fasciculaia,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,summer,Annual Percantage of forage classes consumed by Nilgai in Summer,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,summer,summer,1969,1971,NA,Rhynchosia,NA,Rhynchosia spp.,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,summer,Annual Percantage of forage classes consumed by Nilgai in Summer,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,summer,summer,1969,1971,NA,Sida,spinosa,Sida spinosa,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,summer,Annual Percantage of forage classes consumed by Nilgai in Summer,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,summer,summer,1969,1971,NA,Clematis,drummondii,Clematis drummondii,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,summer,Annual Percantage of forage classes consumed by Nilgai in Summer,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,summer,summer,1969,1971,NA,Solanum,NA,Solanum spp.,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,summer,Annual Percantage of forage classes consumed by Nilgai in Summer,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,summer,summer,1969,1971,NA,Croton,NA,Croton spp.,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,summer,Annual Percantage of forage classes consumed by Nilgai in Summer,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,summer,summer,1969,1971,NA,Gailardia,pulchella,Gailardia pulchella,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,summer,Annual Percantage of forage classes consumed by Nilgai in Summer,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
GE,June 3 2021,Bovinae,Boselaphus tragocamelus,Nilgai,summer,summer,1969,1971,NA,Commelina,erecta,Commelina erecta,NA,NA,presence/absence,presence/absence,presence/absence,preffered forage species of Nilgai,167,265,partial,rumen analyses and field observations,rumen microhistology,"hunted, then necropsied in field for rumen analyses",4,temporal,summer,Annual Percantage of forage classes consumed by Nilgai in Summer,NA,NA,81,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",individual animals,"79 nilgai rumen analyzed, as well as 2 trained nilgai that a bite study was done with",26.77 N,97.7 W,NA,NA,inferred,"Norias Division of King Ranch, Kennedy County Texas USA",United States,North America,native praire with grass,grassland,68,NA,,cm,yes,white-tailed deer,high,authors/reported data very clear,"Sheffield, W. J. (1983)",https://repository.arizona.edu/handle/10150/645878,,yes,yes,standardized,DF,1/23/2023,
