"","...1","Ungulate Latin Name","Avg species weight (kg)","Avg species shoulder height (cm)","Ruminant/non-ruminant","Researcher","Ungulate Family","Ungulate Common Name","Binned season","Year started","Year ended","Plant Reported Family","Plant Reported Name","% Contribution to Diet","Data type","Binned units","Binned method","Total sample size","Binned total sample size units","Latitude 1","Longitude 1","Latitude 2","Longitude 2","Reported Study Site Location","Country","Biome","Citation (abrv)","Latitude 1 Decimal","Longitude 1 Decimal","Latitude 2 Decimal","Longitude 2 Decimal","Latitude_Average","Longitude_Average","point_type"
"358",22580,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","wet","2012","2013","Verbenaceae","Clerodendrum sps",NA,"proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"359",22581,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","wet","2012","2013","Amaranthaceae","Achyranthes sps",NA,"proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"360",22582,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","wet","2012","2013","Rubiaceae","Anthocephalus chinensis","0.5","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"361",22583,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","wet","2012","2013","Euphorbiaceae","Phyllanthus emblica","2.5","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"362",22584,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","wet","2012","2013","Oleaceae","Nyctanthes arbor-tristis","3.5","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"363",22585,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","wet","2012","2013","Labiatae","Pogostemon benghalensis","1.17","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"364",22586,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","wet","2012","2013","Compositae","Artemisia indica","10.5","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"365",22587,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","wet","2012","2013",NA,"Unknown shrub 2","0.5","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"366",22588,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","wet","2012","2013",NA,"Unknown shrub 3","2.83","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"367",22589,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","wet","2012","2013","Apocynaceae","Trachelospermum lucidum","2.33","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"368",22590,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","wet","2012","2013",NA,"unknown climber","1.67","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"369",22591,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","wet","2012","2013","Graminae","Bambusa vulgaris","0.33","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"370",22592,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","wet","2012","2013","Euphorbiaceae","Mallotus philippensis","1","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"371",22593,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","wet","2012","2013","Euphorbiaceae","Bridelia retusa",NA,"proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"372",22594,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","wet","2012","2013","Rubiaceae","Hymenodictyon sps",NA,"proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"373",22595,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","wet","2012","2013","Rubiaceae","Mitragyna parvifolia","0.5","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"374",22596,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","wet","2012","2013","Anacardiaceae","Rhus wallichii",NA,"proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"375",22597,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","wet","2012","2013","Anacardiaceae","Buchanania latifolia","0.83","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"376",22598,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","wet","2012","2013","Leguminoseae","Acacia catechu",NA,"proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"377",22599,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","wet","2012","2013","Leguminoseae","Bauhinia sps",NA,"proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"378",22600,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","wet","2012","2013","Myrsinaceae","Myrsine semiserrata",NA,"proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"379",22601,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","wet","2012","2013","Rutaceae","Aegle marmelos","0.5","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"380",22602,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","wet","2012","2013","Rhamnaceae","Ziziphus mauritiana","3","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"381",22603,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","wet","2012","2013","Dipteriocarpaceae","Shorea robusta","1.67","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"382",22604,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","wet","2012","2013","Sapindaceae","Schleichera oleosa","1.17","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"383",22605,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","wet","2012","2013","Myrtaceae","Eugenia sps","0.5","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"384",22606,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","wet","2012","2013",NA,"Unidentified","17.33","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"385",22607,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Graminae","Eulaliopsis binata","3.28","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"386",22608,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Graminae","Imperata cylindrica","4.67","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"387",22609,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Graminae","Digitaria sps","0.11","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"388",22610,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Graminae","Themeda triandra","1.78","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"389",22611,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Graminae","Paspalum distichum","0.39","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"390",22612,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Graminae","Cynodon dactylon","3.28","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"391",22613,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Graminae","Hemarthria compressa","1.06","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"392",22614,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Asteraceae","Blumeopsis flava","1.83","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"393",22615,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Asteraceae","Ageratum conyzoides","6.94","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"394",22616,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Leguminoseae","Desmodium sps",NA,"proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"395",22617,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Compositae","Blumea virens","2.78","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"396",22618,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Acanthaceae","Justicia sps","3.33","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"397",22619,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013",NA,"unknown forbs","1.33","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"398",22620,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Graminae","Thysanolaena maxima","1.56","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"399",22621,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Liliaceae","Asparagus racemosus","0.17","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"400",22622,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Acanthaceae","Justicia simplex","0.22","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"401",22623,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Acanthaceae","Barleria cristata","4.39","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"402",22624,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Acanthaceae","Phlogacanthus sps","0.06","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"403",22625,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Verbenaceae","Clerodendrum viscosum","2.33","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"404",22626,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Verbenaceae","Clerodendrum sps","1.89","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"405",22627,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Amaranthaceae","Achyranthes sps","0.33","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"406",22628,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Rubiaceae","Anthocephalus chinensis","1.33","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"407",22629,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Euphorbiaceae","Phyllanthus emblica","1.17","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"408",22630,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Oleaceae","Nyctanthes arbor-tristis","1.28","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"409",22631,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Labiatae","Pogostemon benghalensis","3.72","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"410",22632,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Compositae","Artemisia indica","0.39","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"411",22633,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013",NA,"Unknown shrub 1","2.67","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"412",22634,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013",NA,"Unknown shrub 2","5.17","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"413",22635,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Apocynaceae","Trachelospermum lucidum","1.61","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"414",22636,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013",NA,"unknown climber","6.61","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"415",22637,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Graminae","Bambusa vulgaris","0.06","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"416",22638,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Euphorbiaceae","Mallotus philippensis","2.33","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"417",22639,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Euphorbiaceae","Bridelia retusa","1.89","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"418",22640,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Rubiaceae","Hymenodictyon sps","0.33","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"419",22641,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Rubiaceae","Mitragyna parvifolia","1.33","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"420",22642,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Anacardiaceae","Rhus wallichii","0.5","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"421",22643,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Anacardiaceae","Buchanania latifolia","0.72","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"422",22644,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Leguminoseae","Acacia catechu","1.06","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"423",22645,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Leguminoseae","Bauhinia sps","0.06","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"424",22646,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Myrsinaceae","Myrsine semiserrata","1.44","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"425",22647,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Rutaceae","Aegle marmelos","0.11","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"426",22648,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Rhamnaceae","Ziziphus mauritiana","1.94","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"427",22649,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Dipteriocarpaceae","Shorea robusta","1.44","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"428",22650,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Sapindaceae","Schleichera oleosa","0.72","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"429",22651,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013","Myrtaceae","Eugenia sps","0.5","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
